region,tech_name,output_fuel,year,capacity_GW,residual_GW,new_capacity_GW,production_PJ
Malaysia,Gas Turbine_MYPE,Electricity output from Centralized Electricity Generation,2040,16.1297,0.0000,2.3457,472.9607
Malaysia,Gas Turbine_MYPE,Electricity output from Centralized Electricity Generation,2045,20.2744,0.0000,4.1447,574.0100
Malaysia,Gas Turbine_MYPE,Electricity output from Centralized Electricity Generation,2050,49.8960,0.0000,29.6217,1118.2501
Malaysia,Gas Turbine_MYPE,Electricity output from Centralized Electricity Generation,2055,39.5744,0.0000,0.0000,1034.5626
Malaysia,Gas Turbine_MYPE,Electricity output from Centralized Electricity Generation,2060,36.1121,0.0000,0.0000,1113.2242
Malaysia,Geothermal Flash,Electricity output from Centralized Electricity Generation,2030,0.0300,0.0300,0.0000,0.0000
Malaysia,Geothermal Flash,Electricity output from Centralized Electricity Generation,2035,0.0300,0.0300,0.0000,0.0000
Malaysia,Geothermal Flash,Electricity output from Centralized Electricity Generation,2040,0.0300,0.0300,0.0000,0.0000
Malaysia,Geothermal Flash,Electricity output from Centralized Electricity Generation,2045,0.0300,0.0300,0.0000,0.1639
Malaysia,Geothermal Flash,Electricity output from Centralized Electricity Generation,2050,0.0300,0.0300,0.0000,0.1639
Malaysia,Geothermal Flash,Electricity output from Centralized Electricity Generation,2055,0.0300,0.0300,0.0000,0.1639
Malaysia,Geothermal Flash,Electricity output from Centralized Electricity Generation,2060,0.0300,0.0300,0.0000,0.1639
Malaysia,Large Hydro_MYPE,Electricity output from Centralized Electricity Generation,2030,0.8695,0.8695,0.0000,0.0000
Malaysia,Large Hydro_MYPE,Electricity output from Centralized Electricity Generation,2035,0.9389,0.9389,0.0000,0.0000
Malaysia,Large Hydro_MYPE,Electricity output from Centralized Electricity Generation,2040,0.9389,0.9389,0.0000,0.0000
Malaysia,Large Hydro_MYPE,Electricity output from Centralized Electricity Generation,2045,0.9389,0.9389,0.0000,0.0000
Malaysia,Large Hydro_MYPE,Electricity output from Centralized Electricity Generation,2050,0.9389,0.9389,0.0000,0.0000
Malaysia,Large Hydro_MYPE,Electricity output from Centralized Electricity Generation,2055,0.9389,0.9389,0.0000,0.0000
Malaysia,Large Hydro_MYPE,Electricity output from Centralized Electricity Generation,2060,0.9389,0.9389,0.0000,0.0000
Malaysia,Large Hydro_MYSB,Electricity output from Centralized Electricity Generation,2025,0.0978,0.0978,0.0000,0.6606
Malaysia,Large Hydro_MYSB,Electricity output from Centralized Electricity Generation,2030,0.1267,0.1267,0.0000,0.7702
Malaysia,Large Hydro_MYSB,Electricity output from Centralized Electricity Generation,2035,0.1289,0.1289,0.0000,0.6965
Malaysia,Large Hydro_MYSB,Electricity output from Centralized Electricity Generation,2040,0.1289,0.1289,0.0000,0.6095
Malaysia,Large Hydro_MYSB,Electricity output from Centralized Electricity Generation,2045,0.1289,0.1289,0.0000,0.5362
Malaysia,Large Hydro_MYSB,Electricity output from Centralized Electricity Generation,2050,0.1289,0.1289,0.0000,0.4884
Malaysia,Large Hydro_MYSB,Electricity output from Centralized Electricity Generation,2055,0.1289,0.1289,0.0000,0.4375
Malaysia,Large Hydro_MYSB,Electricity output from Centralized Electricity Generation,2060,0.1289,0.1289,0.0000,0.4095
Malaysia,Large Hydro_MYSR,Electricity output from Centralized Electricity Generation,2025,3.5720,3.5720,0.0000,27.1581
Malaysia,Large Hydro_MYSR,Electricity output from Centralized Electricity Generation,2030,4.7114,4.7114,0.0000,32.2389
Malaysia,Large Hydro_MYSR,Electricity output from Centralized Electricity Generation,2035,4.8018,4.8018,0.0000,29.2067
Malaysia,Large Hydro_MYSR,Electricity output from Centralized Electricity Generation,2040,4.8018,4.8018,0.0000,25.5558
Malaysia,Large Hydro_MYSR,Electricity output from Centralized Electricity Generation,2045,4.8018,4.8018,0.0000,21.9540
Malaysia,Large Hydro_MYSR,Electricity output from Centralized Electricity Generation,2050,4.8018,4.8018,0.0000,20.5850
Malaysia,Large Hydro_MYSR,Electricity output from Centralized Electricity Generation,2055,4.8018,4.8018,0.0000,19.8759
Malaysia,Large Hydro_MYSR,Electricity output from Centralized Electricity Generation,2060,4.8018,4.8018,0.0000,16.0551
Malaysia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2025,0.4644,0.4644,0.0000,0.0000
Malaysia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2030,1.2305,1.2305,0.0000,0.0000
Malaysia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2035,1.6351,1.6351,0.0000,0.0000
Malaysia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2040,2.0211,2.0211,0.0000,0.0000
Malaysia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2045,2.0211,2.0211,0.0000,11.9447
Malaysia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2050,2.0211,2.0211,0.0000,11.9447
Malaysia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2055,2.0211,2.0211,0.0000,11.9447
Malaysia,Solar PV Rooftop,Electricity output from Energy Sector Own Use,2060,2.0211,2.0211,0.0000,11.9447
Malaysia,Solar PV_MYPE,Electricity output from Centralized Electricity Generation,2035,9.1438,9.1438,0.0000,0.0000
Malaysia,Solar PV_MYPE,Electricity output from Centralized Electricity Generation,2040,18.2876,18.2876,0.0000,0.0000
Malaysia,Solar PV_MYPE,Electricity output from Centralized Electricity Generation,2045,32.0034,32.0034,0.0000,0.0000
Malaysia,Solar PV_MYPE,Electricity output from Centralized Electricity Generation,2050,45.7191,45.7191,0.0000,0.0000
Malaysia,Solar PV_MYPE,Electricity output from Centralized Electricity Generation,2055,45.7191,45.7191,0.0000,0.0000
Malaysia,Solar PV_MYPE,Electricity output from Centralized Electricity Generation,2060,45.7191,45.7191,0.0000,0.0000
Malaysia,Solar PV_MYSB,Electricity output from Centralized Electricity Generation,2035,0.8562,0.8562,0.0000,0.0000
Malaysia,Solar PV_MYSB,Electricity output from Centralized Electricity Generation,2040,1.7124,1.7124,0.0000,0.0000
Malaysia,Solar PV_MYSB,Electricity output from Centralized Electricity Generation,2045,2.9966,2.9966,0.0000,0.0003
Malaysia,Solar PV_MYSB,Electricity output from Centralized Electricity Generation,2050,4.2809,4.2809,0.0000,2.3887
Malaysia,Solar PV_MYSB,Electricity output from Centralized Electricity Generation,2055,4.2809,4.2809,0.0000,3.1822
Malaysia,Solar PV_MYSB,Electricity output from Centralized Electricity Generation,2060,4.2809,4.2809,0.0000,4.7493
Malaysia,Wind Onshore_MYSR,Electricity output from Centralized Electricity Generation,2025,2.1782,0.0000,2.1782,66.0876
Malaysia,Wind Onshore_MYSR,Electricity output from Centralized Electricity Generation,2030,2.1782,0.0000,0.0000,64.3416
Malaysia,Wind Onshore_MYSR,Electricity output from Centralized Electricity Generation,2035,2.1782,0.0000,0.0000,65.0210
Malaysia,Wind Onshore_MYSR,Electricity output from Centralized Electricity Generation,2040,2.3421,0.0000,0.1639,70.3357
Malaysia,Wind Onshore_MYSR,Electricity output from Centralized Electricity Generation,2045,2.6754,0.0000,0.3334,77.9492
Malaysia,Wind Onshore_MYSR,Electricity output from Centralized Electricity Generation,2050,3.0563,0.0000,0.3808,89.3297
Malaysia,Wind Onshore_MYSR,Electricity output from Centralized Electricity Generation,2055,3.4668,0.0000,2.5887,102.8393
Malaysia,Wind Onshore_MYSR,Electricity output from Centralized Electricity Generation,2060,3.8244,0.0000,0.3576,119.2762
Myanmar,Coal Subcritical,Electricity output from Centralized Electricity Generation,2025,0.1900,0.1900,0.0000,2.6015
Myanmar,Coal Subcritical,Electricity output from Centralized Electricity Generation,2030,0.1900,0.1900,0.0000,2.2431
Myanmar,Coal Subcritical,Electricity output from Centralized Electricity Generation,2035,0.1900,0.1900,0.0000,2.6155
Myanmar,Coal Subcritical,Electricity output from Centralized Electricity Generation,2040,0.1900,0.1900,0.0000,3.2481
Myanmar,Coal Subcritical,Electricity output from Centralized Electricity Generation,2045,0.1900,0.1900,0.0000,3.3842
Myanmar,Coal Subcritical,Electricity output from Centralized Electricity Generation,2050,0.1900,0.1900,0.0000,3.3842
Myanmar,Coal Subcritical,Electricity output from Centralized Electricity Generation,2055,0.1900,0.1900,0.0000,3.3842
Myanmar,Coal Subcritical,Electricity output from Centralized Electricity Generation,2060,0.1900,0.1900,0.0000,3.2671
Myanmar,Diesel,Electricity output from Centralized Electricity Generation,2025,0.1807,0.1807,0.0000,0.0588
Myanmar,Diesel,Electricity output from Centralized Electricity Generation,2030,0.1807,0.1807,0.0000,0.1077
Myanmar,Diesel,Electricity output from Centralized Electricity Generation,2035,0.1807,0.1807,0.0000,0.5942
Myanmar,Diesel,Electricity output from Centralized Electricity Generation,2040,0.1807,0.1807,0.0000,1.5981
Myanmar,Diesel,Electricity output from Centralized Electricity Generation,2045,0.1807,0.1807,0.0000,1.8695
Myanmar,Diesel,Electricity output from Centralized Electricity Generation,2050,0.1807,0.1807,0.0000,1.8090
Myanmar,Diesel,Electricity output from Centralized Electricity Generation,2055,0.1807,0.1807,0.0000,1.0677
Myanmar,Diesel,Electricity output from Centralized Electricity Generation,2060,0.1807,0.1807,0.0000,1.0677
Myanmar,Electricity,Electricity output from Electricity Transmission and Distribution,2025,2.8135,0.0000,2.8135,66.0158
Myanmar,Electricity,Electricity output from Energy Sector Own Use,2025,2.6757,0.0000,2.6757,62.7810
Myanmar,Electricity,Electricity output from Electricity Transmission and Distribution,2030,2.8135,0.0000,0.0000,71.3285
Myanmar,Electricity,Electricity output from Energy Sector Own Use,2030,2.6757,0.0000,0.0000,67.8334
Myanmar,Electricity,Electricity output from Electricity Transmission and Distribution,2035,8.5956,0.0000,5.7821,81.1054
Myanmar,Electricity,Electricity output from Energy Sector Own Use,2035,8.1744,0.0000,5.4988,77.1313
Myanmar,Electricity,Electricity output from Electricity Transmission and Distribution,2040,8.5956,0.0000,0.0000,93.9763
Myanmar,Electricity,Electricity output from Energy Sector Own Use,2040,8.1744,0.0000,0.0000,89.3714
Myanmar,Electricity,Electricity output from Electricity Transmission and Distribution,2045,8.5956,0.0000,0.0000,108.4053
Myanmar,Electricity,Electricity output from Energy Sector Own Use,2045,8.1744,0.0000,0.0000,103.0935
Myanmar,Electricity,Electricity output from Electricity Transmission and Distribution,2050,8.5956,0.0000,0.0000,123.9283
Myanmar,Electricity,Electricity output from Energy Sector Own Use,2050,8.1744,0.0000,0.0000,117.8559
Myanmar,Electricity,Electricity output from Electricity Transmission and Distribution,2055,5.7821,0.0000,0.0000,135.8712
Myanmar,Electricity,Electricity output from Energy Sector Own Use,2055,5.4988,0.0000,0.0000,129.2135
Myanmar,Electricity,Electricity output from Electricity Transmission and Distribution,2060,5.7821,0.0000,0.0000,146.5875
Myanmar,Electricity,Electricity output from Energy Sector Own Use,2060,5.4988,0.0000,0.0000,139.4047
Myanmar,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2025,1.0336,1.0336,0.0000,15.4067
Myanmar,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2030,1.0336,1.0336,0.0000,13.2058
Myanmar,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2035,1.2431,1.0336,0.2095,18.9323
Myanmar,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2040,1.2431,1.0336,0.0000,20.4487
Myanmar,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2045,2.3931,1.0336,1.1500,39.3652
Myanmar,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2050,3.5431,1.0336,1.1500,58.2818
Myanmar,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2055,4.6931,1.0336,1.1500,77.1983
Myanmar,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2060,5.5958,1.0336,0.9026,92.0138
Myanmar,Gas Engine,Electricity output from Centralized Electricity Generation,2025,0.8816,0.8816,0.0000,9.0933
Myanmar,Gas Engine,Electricity output from Centralized Electricity Generation,2030,0.8816,0.8816,0.0000,8.0783
Myanmar,Gas Engine,Electricity output from Centralized Electricity Generation,2035,0.8816,0.8816,0.0000,9.3193
Myanmar,Gas Engine,Electricity output from Centralized Electricity Generation,2040,0.8816,0.8816,0.0000,9.3193
Myanmar,Gas Engine,Electricity output from Centralized Electricity Generation,2045,0.8816,0.8816,0.0000,9.3193
Myanmar,Gas Engine,Electricity output from Centralized Electricity Generation,2050,0.8816,0.8816,0.0000,9.3193
Myanmar,Gas Engine,Electricity output from Centralized Electricity Generation,2055,0.8816,0.8816,0.0000,9.3193
Myanmar,Gas Engine,Electricity output from Centralized Electricity Generation,2060,0.8816,0.8816,0.0000,9.3193
Myanmar,Gas Turbine,Electricity output from Centralized Electricity Generation,2025,1.1248,1.1248,0.0000,3.7037
Myanmar,Gas Turbine,Electricity output from Centralized Electricity Generation,2030,1.1248,1.1248,0.0000,3.9806
Myanmar,Gas Turbine,Electricity output from Centralized Electricity Generation,2035,1.1248,1.1248,0.0000,6.8752
Myanmar,Gas Turbine,Electricity output from Centralized Electricity Generation,2040,1.1248,1.1248,0.0000,9.2617
Myanmar,Gas Turbine,Electricity output from Centralized Electricity Generation,2045,1.1248,1.1248,0.0000,10.6983
Myanmar,Gas Turbine,Electricity output from Centralized Electricity Generation,2050,1.1248,1.1248,0.0000,10.6983
Myanmar,Gas Turbine,Electricity output from Centralized Electricity Generation,2055,1.1248,1.1248,0.0000,10.2970
Myanmar,Gas Turbine,Electricity output from Centralized Electricity Generation,2060,1.1248,1.1248,0.0000,7.5217
Myanmar,Large Hydro,Electricity output from Centralized Electricity Generation,2025,3.2700,3.2700,0.0000,37.0650
Myanmar,Large Hydro,Electricity output from Centralized Electricity Generation,2030,4.0432,4.0432,0.0000,45.9022
Myanmar,Large Hydro,Electricity output from Centralized Electricity Generation,2035,4.0432,4.0432,0.0000,45.9022
Myanmar,Large Hydro,Electricity output from Centralized Electricity Generation,2040,4.0432,4.0432,0.0000,45.9022
Myanmar,Large Hydro,Electricity output from Centralized Electricity Generation,2045,4.0432,4.0432,0.0000,45.9022
Myanmar,Large Hydro,Electricity output from Centralized Electricity Generation,2050,4.0432,4.0432,0.0000,45.9022
Myanmar,Large Hydro,Electricity output from Centralized Electricity Generation,2055,4.0432,4.0432,0.0000,45.9022
Myanmar,Large Hydro,Electricity output from Centralized Electricity Generation,2060,4.0432,4.0432,0.0000,45.9022
Myanmar,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2030,0.1588,0.0000,0.1588,0.7938
Myanmar,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2035,0.2794,0.0000,0.1205,1.1493
Myanmar,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2040,0.6959,0.0000,0.5754,2.8912
Myanmar,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2045,1.1288,0.0000,0.5534,4.6354
Myanmar,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2050,1.0214,0.0000,0.4680,4.1675
Myanmar,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2055,2.0794,0.0000,1.6115,6.9508
Myanmar,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2060,1.8365,0.0000,0.2251,6.4009
Myanmar,Pumped Hydro,Electricity output from Centralized Electricity Generation,2035,0.1941,0.0000,0.1941,1.6587
Myanmar,Pumped Hydro,Electricity output from Centralized Electricity Generation,2040,0.2016,0.0000,0.0075,1.7004
Myanmar,Pumped Hydro,Electricity output from Centralized Electricity Generation,2045,0.3080,0.0000,0.1064,2.3766
Myanmar,Pumped Hydro,Electricity output from Centralized Electricity Generation,2050,0.3080,0.0000,0.0000,1.6009
Myanmar,Pumped Hydro,Electricity output from Centralized Electricity Generation,2055,0.3080,0.0000,0.0000,3.0020
Myanmar,Pumped Hydro,Electricity output from Centralized Electricity Generation,2060,0.3080,0.0000,0.0000,3.0023
Myanmar,Small Hydro,Electricity output from Centralized Electricity Generation,2025,0.0374,0.0374,0.0000,0.1762
Myanmar,Small Hydro,Electricity output from Centralized Electricity Generation,2030,0.0452,0.0452,0.0000,0.2130
Myanmar,Small Hydro,Electricity output from Centralized Electricity Generation,2035,0.0452,0.0452,0.0000,0.2130
Myanmar,Small Hydro,Electricity output from Centralized Electricity Generation,2040,0.0452,0.0452,0.0000,0.2130
Myanmar,Small Hydro,Electricity output from Centralized Electricity Generation,2045,0.0452,0.0452,0.0000,0.2130
Myanmar,Small Hydro,Electricity output from Centralized Electricity Generation,2050,0.0452,0.0452,0.0000,0.2130
Myanmar,Small Hydro,Electricity output from Centralized Electricity Generation,2055,0.0452,0.0452,0.0000,0.2130
Myanmar,Small Hydro,Electricity output from Centralized Electricity Generation,2060,0.0452,0.0452,0.0000,0.2130
Myanmar,Solar PV,Electricity output from Centralized Electricity Generation,2025,0.2200,0.2200,0.0000,1.3851
Myanmar,Solar PV,Electricity output from Centralized Electricity Generation,2030,0.2200,0.2200,0.0000,1.3851
Myanmar,Solar PV,Electricity output from Centralized Electricity Generation,2035,0.2200,0.2200,0.0000,1.3851
Myanmar,Solar PV,Electricity output from Centralized Electricity Generation,2040,0.2200,0.2200,0.0000,1.3851
Myanmar,Solar PV,Electricity output from Centralized Electricity Generation,2045,0.2200,0.2200,0.0000,1.3851
Myanmar,Solar PV,Electricity output from Centralized Electricity Generation,2050,0.2200,0.2200,0.0000,1.3851
Myanmar,Solar PV,Electricity output from Centralized Electricity Generation,2055,0.2200,0.2200,0.0000,1.3851
Myanmar,Solar PV,Electricity output from Centralized Electricity Generation,2060,0.2200,0.2200,0.0000,1.3851
Philippines,Biomass Other,Electricity output from Centralized Electricity Generation,2025,0.5950,0.5950,0.0000,0.4513
Philippines,Biomass Other,Electricity output from Centralized Electricity Generation,2030,0.5950,0.5950,0.0000,1.0445
Philippines,Biomass Other,Electricity output from Centralized Electricity Generation,2035,0.5950,0.5950,0.0000,1.8828
Philippines,Biomass Other,Electricity output from Centralized Electricity Generation,2040,0.5950,0.5950,0.0000,2.9663
Philippines,Biomass Other,Electricity output from Centralized Electricity Generation,2045,0.5950,0.5950,0.0000,2.9663
Philippines,Biomass Other,Electricity output from Centralized Electricity Generation,2050,0.5950,0.5950,0.0000,2.9663
Philippines,Biomass Other,Electricity output from Centralized Electricity Generation,2055,0.5950,0.5950,0.0000,2.9663
Philippines,Biomass Other,Electricity output from Centralized Electricity Generation,2060,0.5950,0.5950,0.0000,2.9663
Philippines,Coal Subcritical,Electricity output from Centralized Electricity Generation,2025,11.2204,11.2204,0.0000,181.0197
Philippines,Coal Subcritical,Electricity output from Centralized Electricity Generation,2030,11.1204,11.1204,0.0000,152.5353
Philippines,Coal Subcritical,Electricity output from Centralized Electricity Generation,2035,10.9777,10.9777,0.0000,145.0080
Philippines,Coal Subcritical,Electricity output from Centralized Electricity Generation,2040,10.9777,10.9777,0.0000,96.3146
Philippines,Coal Subcritical,Electricity output from Centralized Electricity Generation,2045,10.9777,10.9777,0.0000,59.6353
Philippines,Coal Subcritical,Electricity output from Centralized Electricity Generation,2050,10.9777,10.9777,0.0000,49.3838
Philippines,Coal Subcritical,Electricity output from Centralized Electricity Generation,2055,10.9777,10.9777,0.0000,39.8998
Philippines,Coal Subcritical,Electricity output from Centralized Electricity Generation,2060,10.9777,10.9777,0.0000,39.9731
Philippines,Diesel,Electricity output from Centralized Electricity Generation,2025,3.2598,3.2598,0.0000,0.0000
Philippines,Diesel,Electricity output from Centralized Electricity Generation,2030,3.3583,3.3583,0.0000,0.0000
Philippines,Diesel,Electricity output from Centralized Electricity Generation,2035,3.4568,3.4568,0.0000,0.0000
Philippines,Electricity,Electricity output from Electricity Transmission and Distribution,2025,13.3003,0.0000,13.3003,353.9882
Philippines,Electricity,Electricity output from Energy Sector Own Use,2025,12.5407,0.0000,12.5407,320.2531
Philippines,Electricity,Electricity output from Electricity Transmission and Distribution,2030,13.8618,0.0000,0.5615,368.9291
Philippines,Electricity,Electricity output from Energy Sector Own Use,2030,12.5407,0.0000,0.0000,333.7701
Philippines,Electricity,Electricity output from Electricity Transmission and Distribution,2035,17.2851,0.0000,3.4233,401.8853
Philippines,Electricity,Electricity output from Energy Sector Own Use,2035,13.6612,0.0000,1.1204,363.5856
Philippines,Electricity,Electricity output from Electricity Transmission and Distribution,2040,17.2851,0.0000,0.0000,461.3965
Philippines,Electricity,Electricity output from Energy Sector Own Use,2040,15.6378,0.0000,1.9766,417.4254
Philippines,Electricity,Electricity output from Electricity Transmission and Distribution,2045,19.6179,0.0000,2.3328,525.5298
Philippines,Electricity,Electricity output from Energy Sector Own Use,2045,17.7483,0.0000,2.1105,475.4468
Philippines,Electricity,Electricity output from Electricity Transmission and Distribution,2050,22.0523,0.0000,2.4344,590.9951
Philippines,Electricity,Electricity output from Energy Sector Own Use,2050,19.9507,0.0000,2.2024,534.6733
Philippines,Electricity,Electricity output from Electricity Transmission and Distribution,2055,25.1965,0.0000,16.4445,674.6630
Philippines,Electricity,Electricity output from Energy Sector Own Use,2055,22.7952,0.0000,15.3853,610.3677
Philippines,Electricity,Electricity output from Electricity Transmission and Distribution,2060,28.4514,0.0000,3.8164,761.2782
Philippines,Electricity,Electricity output from Energy Sector Own Use,2060,25.7400,0.0000,2.9448,688.7284
Philippines,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2025,3.7316,3.7316,0.0000,93.9220
Philippines,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2030,4.8316,4.8316,0.0000,94.8820
Philippines,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2035,4.8316,4.8316,0.0000,89.4358
Philippines,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2040,8.2116,8.2116,0.0000,137.6050
Philippines,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2045,13.7456,13.7456,0.0000,169.5760
Philippines,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2050,21.2756,21.2756,0.0000,201.7904
Philippines,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2055,21.2756,21.2756,0.0000,301.5148
Philippines,Gas Combined Cycle,Electricity output from Centralized Electricity Generation,2060,21.2756,21.2756,0.0000,397.9749
Philippines,Geothermal Flash,Electricity output from Centralized Electricity Generation,2025,2.0717,2.0717,0.0000,39.8278
Philippines,Geothermal Flash,Electricity output from Centralized Electricity Generation,2030,2.3987,2.3987,0.0000,46.1142
Philippines,Geothermal Flash,Electricity output from Centralized Electricity Generation,2035,2.4787,2.4787,0.0000,47.6521
Philippines,Geothermal Flash,Electricity output from Centralized Electricity Generation,2040,2.4887,2.4887,0.0000,47.8444
Philippines,Geothermal Flash,Electricity output from Centralized Electricity Generation,2045,2.8387,2.8387,0.0000,54.5729
Philippines,Geothermal Flash,Electricity output from Centralized Electricity Generation,2050,2.8387,2.8387,0.0000,54.5729
Philippines,Geothermal Flash,Electricity output from Centralized Electricity Generation,2055,2.8387,2.8387,0.0000,54.5729
Philippines,Geothermal Flash,Electricity output from Centralized Electricity Generation,2060,2.8387,2.8387,0.0000,54.5729
Philippines,Large Hydro,Electricity output from Centralized Electricity Generation,2025,3.8360,3.8360,0.0000,43.5503
Philippines,Large Hydro,Electricity output from Centralized Electricity Generation,2030,3.8360,3.8360,0.0000,43.5503
Philippines,Large Hydro,Electricity output from Centralized Electricity Generation,2035,3.8360,3.8360,0.0000,43.5503
Philippines,Large Hydro,Electricity output from Centralized Electricity Generation,2040,3.8360,3.8360,0.0000,43.5503
Philippines,Large Hydro,Electricity output from Centralized Electricity Generation,2045,3.8360,3.8360,0.0000,36.9837
Philippines,Large Hydro,Electricity output from Centralized Electricity Generation,2050,3.8360,3.8360,0.0000,43.5503
Philippines,Large Hydro,Electricity output from Centralized Electricity Generation,2055,3.8360,3.8360,0.0000,43.5503
Philippines,Large Hydro,Electricity output from Centralized Electricity Generation,2060,3.8360,3.8360,0.0000,43.5503
Philippines,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2025,0.5200,0.5200,0.0000,0.8382
Philippines,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2030,0.5200,0.5200,0.0000,1.3666
Philippines,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2035,2.2170,2.2170,0.0000,5.8263
Philippines,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2040,5.2790,5.2790,0.0000,13.8732
Philippines,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2045,12.8840,12.8840,0.0000,33.1154
Philippines,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2050,22.9460,22.9460,0.0000,50.4108
Philippines,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2055,22.9460,22.9460,0.0000,32.2004
Philippines,Lithium Ion Batteries,Electricity output from Centralized Electricity Generation,2060,22.9460,22.9460,0.0000,53.3440
Philippines,Nuclear LWR,Electricity output from Centralized Electricity Generation,2035,2.1600,2.1600,0.0000,0.0000
Philippines,Nuclear LWR,Electricity output from Centralized Electricity Generation,2040,2.8800,2.8800,0.0000,0.0000
Philippines,Nuclear LWR,Electricity output from Centralized Electricity Generation,2045,3.6000,3.6000,0.0000,0.0000
Philippines,Nuclear LWR,Electricity output from Centralized Electricity Generation,2050,4.3200,4.3200,0.0000,0.0000
Philippines,Nuclear LWR,Electricity output from Centralized Electricity Generation,2055,4.3200,4.3200,0.0000,0.0000
Philippines,Nuclear LWR,Electricity output from Centralized Electricity Generation,2060,4.3200,4.3200,0.0000,0.0000
Philippines,Nuclear SMR,Electricity output from Centralized Electricity Generation,2035,0.2400,0.2400,0.0000,0.0000
Philippines,Nuclear SMR,Electricity output from Centralized Electricity Generation,2040,0.3200,0.3200,0.0000,0.0000
Philippines,Nuclear SMR,Electricity output from Centralized Electricity Generation,2045,0.4000,0.4000,0.0000,0.0000
Philippines,Nuclear SMR,Electricity output from Centralized Electricity Generation,2050,0.4800,0.4800,0.0000,0.0000
Philippines,Nuclear SMR,Electricity output from Centralized Electricity Generation,2055,0.4800,0.4800,0.0000,0.0000
Philippines,Nuclear SMR,Electricity output from Centralized Electricity Generation,2060,0.4800,0.4800,0.0000,0.0000
Philippines,Pumped Hydro,Electricity output from Centralized Electricity Generation,2030,1.1000,1.1000,0.0000,1.2242
Philippines,Pumped Hydro,Electricity output from Centralized Electricity Generation,2035,1.4000,1.4000,0.0000,4.8071
Philippines,Pumped Hydro,Electricity output from Centralized Electricity Generation,2040,1.4000,1.4000,0.0000,5.5343
Philippines,Pumped Hydro,Electricity output from Centralized Electricity Generation,2045,1.4000,1.4000,0.0000,8.2794
Philippines,Pumped Hydro,Electricity output from Centralized Electricity Generation,2050,1.4000,1.4000,0.0000,5.5940
Philippines,Pumped Hydro,Electricity output from Centralized Electricity Generation,2055,1.4000,1.4000,0.0000,0.0000
Philippines,Pumped Hydro,Electricity output from Centralized Electricity Generation,2060,1.4000,1.4000,0.0000,0.0000
Philippines,Small Hydro,Electricity output from Centralized Electricity Generation,2025,0.1221,0.1221,0.0000,2.9264
Philippines,Small Hydro,Electricity output from Centralized Electricity Generation,2030,0.1221,0.1221,0.0000,2.9264
Philippines,Small Hydro,Electricity output from Centralized Electricity Generation,2035,0.8921,0.8921,0.0000,21.3813
Philippines,Small Hydro,Electricity output from Centralized Electricity Generation,2040,2.7071,2.7071,0.0000,64.8820
Philippines,Small Hydro,Electricity output from Centralized Electricity Generation,2045,3.8321,3.8321,0.0000,90.8924
Philippines,Small Hydro,Electricity output from Centralized Electricity Generation,2050,4.6321,4.6321,0.0000,111.0192
Philippines,Small Hydro,Electricity output from Centralized Electricity Generation,2055,4.6321,4.6321,0.0000,111.0192
Philippines,Small Hydro,Electricity output from Centralized Electricity Generation,2060,4.6321,4.6321,0.0000,111.0192
Philippines,Solar Floating,Electricity output from Centralized Electricity Generation,2030,0.8060,0.8060,0.0000,4.7583
