region,fuel,season,hour,year,supply_GW,demand_GW,fuel_name_full
Brunei,Electricity output from Energy Sector Own Use,Wet,10,2040,0.5014,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,11,2040,0.6605,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,12,2040,0.5338,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,13,2040,0.5472,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,14,2040,0.5615,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,15,2040,0.5666,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,16,2040,0.5618,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,17,2040,0.5400,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,18,2040,0.5427,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,19,2040,0.5959,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,20,2040,0.5928,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,21,2040,0.5756,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,22,2040,0.5456,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,23,2040,0.5120,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,24,2040,0.4895,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,1,2045,0.4744,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,2,2045,0.4626,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,3,2045,0.4526,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,4,2045,0.4458,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,5,2045,0.4407,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,6,2045,0.4383,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,7,2045,0.4172,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,8,2045,0.4335,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,9,2045,0.4825,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,10,2045,0.5142,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,11,2045,0.5350,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,12,2045,0.5471,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,13,2045,0.5601,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,14,2045,0.7092,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,15,2045,0.5791,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,16,2045,0.5739,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,17,2045,0.5496,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,18,2045,0.5555,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,19,2045,0.6080,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,20,2045,0.6029,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,21,2045,0.5855,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,22,2045,0.5573,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,23,2045,0.5228,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,24,2045,0.5023,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,1,2045,0.4807,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,2,2045,0.4670,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,3,2045,0.4573,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,4,2045,0.4502,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,5,2045,0.4443,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,6,2045,0.4407,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,7,2045,0.4174,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,8,2045,0.4347,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,9,2045,0.4879,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,10,2045,0.5205,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,11,2045,0.5409,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,12,2045,0.5541,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,13,2045,0.6946,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,14,2045,0.6612,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,15,2045,0.5882,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,16,2045,0.5832,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,17,2045,0.5606,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,18,2045,0.5633,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,19,2045,0.6185,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,20,2045,0.6153,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,21,2045,0.5975,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,22,2045,0.5664,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,23,2045,0.5315,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,24,2045,0.5081,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,1,2050,0.4818,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,2,2050,0.4698,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,3,2050,0.4596,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,4,2050,0.4527,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,5,2050,0.4475,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,6,2050,0.4451,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,7,2050,0.4237,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,8,2050,0.4402,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,9,2050,0.4899,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,10,2050,0.5221,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,11,2050,0.5433,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,12,2050,0.5556,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,13,2050,0.5688,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,14,2050,0.5841,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,15,2050,0.5881,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,16,2050,0.5828,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,17,2050,0.5581,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,18,2050,0.5642,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,19,2050,0.6174,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,20,2050,0.6123,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,21,2050,0.5946,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,22,2050,0.5659,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,23,2050,0.5309,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,24,2050,0.5101,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,1,2050,0.4882,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,2,2050,0.4743,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,3,2050,0.4644,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,4,2050,0.4572,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,5,2050,0.4512,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,6,2050,0.4475,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,7,2050,0.4239,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,8,2050,0.4414,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,9,2050,0.4955,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,10,2050,0.5285,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,11,2050,0.5493,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,12,2050,0.5627,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,13,2050,0.5768,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,14,2050,0.5919,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,15,2050,0.5973,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,16,2050,0.5922,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,17,2050,0.5692,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,18,2050,0.5720,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,19,2050,0.6281,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,20,2050,0.6249,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,21,2050,0.6067,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,22,2050,0.5752,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,23,2050,0.5398,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,24,2050,0.5160,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,1,2055,0.4907,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,2,2055,0.4785,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,3,2055,0.4681,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,4,2055,0.4611,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,5,2055,0.4558,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,6,2055,0.4533,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,7,2055,0.4315,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,8,2055,0.4483,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,9,2055,0.4990,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,10,2055,0.5318,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,11,2055,0.5534,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,12,2055,0.5659,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,13,2055,0.5793,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,14,2055,0.5949,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,15,2055,0.5990,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,16,2055,0.5936,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,17,2055,0.5684,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,18,2055,0.5746,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,19,2055,0.6289,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,20,2055,0.6236,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,21,2055,0.6056,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,22,2055,0.5764,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,23,2055,0.5407,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,24,2055,0.5195,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,1,2055,0.4972,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,2,2055,0.4830,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,3,2055,0.4730,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,4,2055,0.4657,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,5,2055,0.4596,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,6,2055,0.4558,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,7,2055,0.4317,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,8,2055,0.4496,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,9,2055,0.5047,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,10,2055,0.5383,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,11,2055,0.5595,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,12,2055,0.5731,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,13,2055,0.5875,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,14,2055,0.6028,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,15,2055,0.6083,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,16,2055,0.6032,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,17,2055,0.5798,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,18,2055,0.5826,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,19,2055,0.6397,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,20,2055,0.6364,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,21,2055,0.6179,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,22,2055,0.5858,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,23,2055,0.5497,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,24,2055,0.5255,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,1,2060,0.4914,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,2,2060,0.4792,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,3,2060,0.4688,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,4,2060,0.4618,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,5,2060,0.4564,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,6,2060,0.4540,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,7,2060,0.4321,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,8,2060,0.4490,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,9,2060,0.4997,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,10,2060,0.5325,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,11,2060,0.5542,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,12,2060,0.5667,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,13,2060,0.5801,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,14,2060,0.6169,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,15,2060,0.5998,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,16,2060,0.5944,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,17,2060,0.5692,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,18,2060,0.5754,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,19,2060,0.6298,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,20,2060,0.6245,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,21,2060,0.6064,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,22,2060,0.5772,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,23,2060,0.5415,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Dry,24,2060,0.5203,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,1,2060,0.4979,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,2,2060,0.4837,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,3,2060,0.4737,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,4,2060,0.4663,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
Brunei,Electricity output from Energy Sector Own Use,Wet,5,2060,0.4602,0.0000,"Electricity output from ""Energy Sector Own Use"" [LEAP ID:1]"
