branch_path,variable,units,scale,per
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Lignite\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Lignite\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Lignite\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Lignite\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Sub bituminous,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Sub bituminous\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Sub bituminous\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Sub bituminous\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Sub bituminous\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Sub bituminous\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Unspecified,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Unspecified,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Unspecified,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Unspecified\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Unspecified\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Unspecified\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Unspecified\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Coal Unspecified\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Electricity,Feedstock Fuel Share,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Electricity,Fuel Cost,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Coal Gasification\Feedstock Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Annual Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Capacity Credit,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Capital Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Dispatch Rule,None,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Dispatchable,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Endogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Exogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,First Simulation Year,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Fixed OM Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Full Load Hours,Hours,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Historical Production,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Hourly Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Interest Rate,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Lifetime,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Maximum Availability,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Maximum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Maximum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Maximum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Maximum_Share_of_Production,%,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Merit Order,Merit Order,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Minimum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Minimum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Minimum Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Minimum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Minimum Share of Production,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Minimum Utilization,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Optimized New Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Process Efficiency,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Process Share,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Renewable Qualified,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Salvage Value,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Seasonal Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Starting Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Stranded Cost,2020 USD,,
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis\Feedstock Fuels\Electricity,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis\Feedstock Fuels\Electricity,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\PEM Electrolysis\Feedstock Fuels\Electricity,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Annual Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Capacity Credit,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Capital Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Dispatch Rule,None,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Dispatchable,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Endogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Exogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,First Simulation Year,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Fixed OM Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Full Load Hours,Hours,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Historical Production,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Hourly Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Interest Rate,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Lifetime,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Maximum Availability,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Maximum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Maximum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Maximum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Maximum_Share_of_Production,%,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Merit Order,Merit Order,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Minimum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Minimum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Minimum Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Minimum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Minimum Share of Production,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Minimum Utilization,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Optimized New Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Process Efficiency,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Process Share,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Renewable Qualified,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Salvage Value,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Seasonal Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Starting Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Stranded Cost,2020 USD,,
Transformation\Hydrogen Production for Energy Use\Processes\Pressurized H2 Gas,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Annual Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Capacity Credit,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Capital Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Dispatch Rule,None,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Dispatchable,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Endogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Exogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,First Simulation Year,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Fixed OM Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Full Load Hours,Hours,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Historical Production,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Hourly Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Interest Rate,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Lifetime,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Maximum Availability,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Maximum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Maximum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Maximum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Maximum_Share_of_Production,%,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Merit Order,Merit Order,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Minimum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Minimum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Minimum Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Minimum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Minimum Share of Production,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Minimum Utilization,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Optimized New Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Process Efficiency,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Process Share,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Renewable Qualified,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Salvage Value,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Seasonal Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Starting Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Stranded Cost,2020 USD,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Annual Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Capacity Credit,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Capital Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Dispatch Rule,None,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Dispatchable,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Endogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Exogenous Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,First Simulation Year,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Fixed OM Cost,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Full Load Hours,Hours,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Historical Production,Tonnes of Oil Equivalent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Hourly Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Interest Rate,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Lifetime,Years,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Maximum Availability,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Maximum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Maximum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Maximum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Maximum_Share_of_Production,%,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Merit Order,Merit Order,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Minimum Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Minimum Capacity Addition,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Minimum Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Minimum Production,Gigajoule,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Minimum Share of Production,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Minimum Utilization,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Optimized New Capacity,Megawatt,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Process Efficiency,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Process Share,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Renewable Qualified,Percent,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Salvage Value,2020 USD,,Megawatt
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Seasonal Storage Carryover,Yes/No,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Starting Charge,Share,%,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Stranded Cost,2020 USD,,
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS,Variable OM Cost,2020 USD,,Tonnes of Oil Equivalent
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Electricity,Feedstock Fuel Share,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Electricity,Fuel Cost,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Sequestered Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR with CCS\Feedstock Fuels\Natural Gas\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Electricity,Feedstock Fuel Share,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Electricity,Fuel Cost,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Hydrogen Production for Energy Use\Processes\SMR\Feedstock Fuels\Natural Gas\Sulfur Oxides,Avg Environmental Loading,Gramme,,Million BTU
Transformation\Methanol Production for Energy Use,Optimize,None,,
Transformation\Methanol Production for Energy Use,Use Addition Size,None,,
Transformation\Methanol Production for Energy Use\Output Fuels\Methanol,Export Target,Tonnes of Oil Equivalent,,
Transformation\Methanol Production for Energy Use\Output Fuels\Methanol,Import Target,Tonnes of Oil Equivalent,,
Transformation\Methanol Production for Energy Use\Output Fuels\Methanol,Output Share,Share,%,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel,Dispatch Rule,None,,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel,Lifetime,Years,,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel,Maximum Production,Gigajoule,,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel,Maximum_Share_of_Production,%,,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel,Minimum Production,Gigajoule,,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel,Minimum Share of Production,Percent,,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel,Optimized New Capacity,Gigajoules/Year,,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel,Process Efficiency,Percent,,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel,Process Share,Share,%,
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel\Auxiliary Fuels\Electricity,Auxiliary Fuel Use,Megajoule,,Megajoule
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel\Auxiliary Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel\Feedstock Fuels\Blast Furnace Gas,Feedstock Fuel Share,2020 USD,,Tonnes of Oil Equivalent
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel\Feedstock Fuels\Blast Furnace Gas,Fuel Source,2020 USD,,Tonnes of Oil Equivalent
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel\Feedstock Fuels\Coke Oven Gas,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel\Feedstock Fuels\Coke Oven Gas,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Methanol Production for Energy Use\Processes\CO2 Utilization for Iron and Steel\Feedstock Fuels\Coke Oven Gas\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Gigajoule
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen,Dispatch Rule,None,,
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen,Lifetime,Years,,
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen,Maximum Production,Gigajoule,,
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen,Maximum_Share_of_Production,%,,
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen,Minimum Production,Gigajoule,,
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen,Minimum Share of Production,Percent,,
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen,Optimized New Capacity,Gigajoules/Year,,
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen,Process Efficiency,Percent,,
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen,Process Share,Share,%,
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen\Auxiliary Fuels\Electricity,Auxiliary Fuel Use,Kilowatt-Hour,,Kilowatt-Hour
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen\Auxiliary Fuels\Electricity,Fuel Source,2020 USD,,Gigajoule
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen\Feedstock Fuels\Hydrogen,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen\Feedstock Fuels\Hydrogen\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Gigajoule
Transformation\Methanol Production for Energy Use\Processes\Production from Hydrogen\Feedstock Fuels\Hydrogen\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Gigajoule
Transformation\Renewable Diesel Production,Module Costs,2020 USD,,
Transformation\Renewable Diesel Production,Optimize,None,,
Transformation\Renewable Diesel Production,Peak Load Ratio,Percent,,
Transformation\Renewable Diesel Production,Planning Reserve Margin,Percent,,
Transformation\Renewable Diesel Production,Renewable Target,Percent,,
Transformation\Renewable Diesel Production,Use Addition Size,None,,
Transformation\Renewable Diesel Production\Output Fuels\Renewable Diesel,Export Target,Tonnes of Oil Equivalent,,
