branch_path,variable,units,scale,per
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel,Feedstock Fuel Share,2020 USD,,Barrel
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel,Fuel Cost,2020 USD,,Barrel
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel,Fuel Source,2020 USD,,Barrel
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Organic Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Feedstock Fuels\Diesel\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Feedstock Fuel Share,U.S. Dollar,,Gigajoule
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Cost,U.S. Dollar,,Gigajoule
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy,Fuel Source,U.S. Dollar,,Gigajoule
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Feedstock Fuels\Non Energy\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Gigajoule
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Feedstock Fuel Share,2020 USD,,Barrel
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Cost,2020 USD,,Barrel
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil,Fuel Source,2020 USD,,Barrel
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Black Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Organic Carbon,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Feedstock Fuels\Residual Fuel Oil\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Fuel Oil\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Salvage Value,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Seasonal Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Starting Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Stranded Cost,U.S. Dollar,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS,Variable OM Cost,U.S. Dollar,,Megawatt-Hour
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Hydrogen,Fuel Cost,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Hydrogen,Fuel Source,2020 USD,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,2020 USD,,Million BTU
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas,Fuel Cost,2020 USD,,Million BTU
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas,Fuel Source,2020 USD,,Million BTU
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Ammonia,Avg Environmental Loading,Kilogramme,,Metric Tonne
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Sequestered Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Feedstock Fuels\Natural Gas\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Transmission Nodes\Malaysia,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Transmission Nodes\Malaysia Peninsular,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Transmission Nodes\Malaysia Sabah,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle with CCS\Transmission Nodes\Malaysia Sarawak,Nodal Distribution,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Annual Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Capacity Additions,MW,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Capacity Credit,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Capacity Retirement,MW,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Capital Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Dispatch Rule,None,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Dispatchable,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Endogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Existing Capacity,MW,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Exogenous Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,First Simulation Year,Years,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Fixed OM Cost,U.S. Dollar,Thousand,Megawatt
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Full Load Hours,Hours,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Historical Capacity Factor,percentage,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Historical Production,Gigawatt-Hour,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Hourly Storage Carryover,Yes/No,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Interest Rate,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Lifetime,Years,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Maximum Availability,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Maximum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Maximum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Maximum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Maximum_Share_of_Production,%,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Merit Order,Merit Order,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Minimum Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Minimum Capacity Addition,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Minimum Charge,Share,%,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Minimum Production,Gigajoule,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Minimum Share of Production,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Minimum Utilization,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Node,ID,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Optimized New Capacity,Megawatt,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Process Efficiency,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Process Share,Share,%,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Real Investment Cost,USD,Million,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Renewable Qualified,Percent,,
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_MYPE,Salvage Value,U.S. Dollar,Thousand,Megawatt
