branch_path,variable,units,scale,per
Demand\Industry\Historical\LPG\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\LPG\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Metalurgical Coke,Demand Cost,2020 USD,,
Demand\Industry\Historical\Metalurgical Coke,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Metalurgical Coke,Fuel Share,Share,%,
Demand\Industry\Historical\Metalurgical Coke,RefHH,Ref/hh,,
Demand\Industry\Historical\Metalurgical Coke,UnscaledFuelShare,%,,
Demand\Industry\Historical\Metalurgical Coke\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Metalurgical Coke\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Municipal Solid Waste,Demand Cost,2020 USD,,
Demand\Industry\Historical\Municipal Solid Waste,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Municipal Solid Waste,Fuel Share,Share,%,
Demand\Industry\Historical\Municipal Solid Waste,RefHH,Ref/hh,,
Demand\Industry\Historical\Municipal Solid Waste,UnscaledFuelShare,%,,
Demand\Industry\Historical\Municipal Solid Waste\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Municipal Solid Waste\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Naphtha,Demand Cost,2020 USD,,
Demand\Industry\Historical\Naphtha,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Naphtha,Fuel Share,Share,%,
Demand\Industry\Historical\Naphtha,RefHH,Ref/hh,,
Demand\Industry\Historical\Naphtha,UnscaledFuelShare,%,,
Demand\Industry\Historical\Naphtha\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Naphtha\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas,Demand Cost,2020 USD,,
Demand\Industry\Historical\Natural Gas,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Natural Gas,Fuel Share,Share,%,
Demand\Industry\Historical\Natural Gas,RefHH,Ref/hh,,
Demand\Industry\Historical\Natural Gas,UnscaledFuelShare,%,,
Demand\Industry\Historical\Natural Gas\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Natural Gas\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Natural Gas\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Oil,Demand Cost,2020 USD,,
Demand\Industry\Historical\Oil,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Oil,Fuel Share,Share,%,
Demand\Industry\Historical\Oil,RefHH,Ref/hh,,
Demand\Industry\Historical\Oil,UnscaledFuelShare,%,,
Demand\Industry\Historical\Oil\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Oil\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Oil\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Other Biomass,Demand Cost,2020 USD,,
Demand\Industry\Historical\Other Biomass,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Other Biomass,Fuel Share,Share,%,
Demand\Industry\Historical\Other Biomass,RefHH,Ref/hh,,
Demand\Industry\Historical\Other Biomass,UnscaledFuelShare,%,,
Demand\Industry\Historical\Other Biomass\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Other Biomass\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Other Biomass\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Petroleum Coke,Demand Cost,2020 USD,,
Demand\Industry\Historical\Petroleum Coke,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Petroleum Coke,Fuel Share,Share,%,
Demand\Industry\Historical\Petroleum Coke,RefHH,Ref/hh,,
Demand\Industry\Historical\Petroleum Coke,UnscaledFuelShare,%,,
Demand\Industry\Historical\Petroleum Coke\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Petroleum Coke\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Refinery Gas,Demand Cost,2020 USD,,
Demand\Industry\Historical\Refinery Gas,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Refinery Gas,Fuel Share,Share,%,
Demand\Industry\Historical\Refinery Gas,RefHH,Ref/hh,,
Demand\Industry\Historical\Refinery Gas,UnscaledFuelShare,%,,
Demand\Industry\Historical\Refinery Gas\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Refinery Gas\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Refinery Gas\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Residual Fuel Oil,Demand Cost,2020 USD,,
Demand\Industry\Historical\Residual Fuel Oil,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Residual Fuel Oil,Fuel Share,Share,%,
Demand\Industry\Historical\Residual Fuel Oil,RefHH,Ref/hh,,
Demand\Industry\Historical\Residual Fuel Oil,UnscaledFuelShare,%,,
Demand\Industry\Historical\Residual Fuel Oil\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Carbon Dioxide,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Carbon Dioxide Biogenic,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Residual Fuel Oil\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Historical\Solar Heating,Demand Cost,2020 USD,,
Demand\Industry\Historical\Solar Heating,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Solar Heating,Fuel Share,Share,%,
Demand\Industry\Historical\Solar Heating,RefHH,Ref/hh,,
Demand\Industry\Historical\Wood,Demand Cost,2020 USD,,
Demand\Industry\Historical\Wood,Final Energy Intensity,Tonnes of Oil Equivalent,Thousand,
Demand\Industry\Historical\Wood,Fuel Share,Share,%,
Demand\Industry\Historical\Wood,RefHH,Ref/hh,,
Demand\Industry\Historical\Wood,UnscaledFuelShare,%,,
Demand\Industry\Historical\Wood\Ammonia,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Black Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Carbon Dioxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Carbon Dioxide Biogenic,Avg Environmental Loading,Metric Tonne,,Terajoule
Demand\Industry\Historical\Wood\Carbon Monoxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Methane,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Nitrogen Oxides,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Nitrous Oxide,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Non Methane Volatile Organic Compounds,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Organic Carbon,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Particulates PM10,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Particulates PM2pt5,Avg Environmental Loading,Kilogramme,,Terajoule
Demand\Industry\Historical\Wood\Sulfur Dioxide,Avg Environmental Loading,Kilogramme,,Kilogramme
Demand\Industry\Projection,Activity Level,Saturation,%,
Demand\Industry\Projection,Demand Cost,2020 USD,,
Demand\Industry\Projection,RefHH,Ref/hh,,
Demand\Industry\Projection\Electricity Appliances,Activity Level,No data,,
Demand\Industry\Projection\Electricity Appliances,Demand Cost,2020 USD,,No data
Demand\Industry\Projection\Electricity Appliances,RefHH,Ref/hh,,
Demand\Industry\Projection\Electricity Appliances\Cement,Activity Level,No data,,
Demand\Industry\Projection\Electricity Appliances\Cement,Demand Cost,2020 USD,,No data
Demand\Industry\Projection\Electricity Appliances\Cement,RefHH,Ref/hh,,
Demand\Industry\Projection\Electricity Appliances\Cement\Electricity,Demand Cost,2020 USD,,No data
